Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486,2.0
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.2567597,7.181818181818182
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458025,1.1264367816091954
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827,1.25
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363492,6.076923076923077
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531,1.7272727272727273
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926,2.024390243902439
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.631297,2.4583333333333335
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105,4.636363636363637
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.6013825,1.391304347826087
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.9219688,5.0
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146,4.0
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132788,1.4705882352941178
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.1864882,1.6666666666666667
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.5920931,1.4838709677419355
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608,4.363636363636363
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269,8.5
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.1281131,2.9565217391304346
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520588,11.125
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192,1.5272727272727273
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852,6.25
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782,2.475
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271186,2.3333333333333335
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406,2.789473684210526
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.0963268,3.75
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491564,1.4545454545454546
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591,2.04
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167602,4.4
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164186,3.0
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890519,2.619047619047619
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.64017558,1.3548387096774193
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767,3.3076923076923075
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595,2.6666666666666665
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438,1.2615384615384615
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519,1.3125
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895254,1.8333333333333333
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.395119,2.1666666666666665
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.3395023,3.2857142857142856
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.2898578,4.428571428571429
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583,6.285714285714286
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759,4.6
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993576,1.3695652173913044
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.829559,1.6666666666666667
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864664,2.4545454545454546
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098574,2.0357142857142856
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.9756358,3.1923076923076925
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.2429447,16.0
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.1109829,1.25
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068,10.5
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629,1.6666666666666667
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.3163905,3.111111111111111
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340202,1.515625
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.4435872,4.5
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373708,1.8113207547169812
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.9274949,1.2753623188405796
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.2471929,3.1176470588235294
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.6551828,2.0
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.4441402,2.8095238095238093
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696936,1.8518518518518519
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896,11.125
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729939,2.4411764705882355
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.9730584,5.214285714285714
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899108,2.1714285714285713
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.7758295,1.6
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79852,2.0
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837625,4.5
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.3904612,4.571428571428571
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394,2.0
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.6367132,1.7317073170731707
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651668,8.833333333333334
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.7636645,1.9772727272727273
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438,2.25
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983992,1.95
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701,1.123456790123457
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507,1.7222222222222223
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263185,1.4029850746268657
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.4092944,4.611111111111111
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118175,3.7777777777777777
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691,5.333333333333333
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747,3.142857142857143
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.6268914,2.45
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524,1.605263157894737
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.059708,2.3333333333333335
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755,2.2222222222222223
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.8843138,3.6666666666666665
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.2001536,3.090909090909091
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180992,1.8064516129032258
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584,2.5833333333333335
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727,4.222222222222222
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276,2.923076923076923
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874,1.9583333333333333
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.30074138,6.4
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747,5.6
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063,1.76
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.7190585,5.666666666666667
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.4359179,2.5
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212702,4.428571428571429
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.967572,3.392857142857143
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207,1.3898305084745763
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772,2.5
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4824,2.25
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779,4.086956521739131
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795,4.4
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553932,6.666666666666667
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538,2.074074074074074
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142,9.0
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093,3.066666666666667
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002859,4.0625
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960776,2.0
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423,5.222222222222222
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075,2.857142857142857
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.4957596,1.6491228070175439
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153,1.7333333333333334
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983737,11.833333333333334
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586998,5.75
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758,1.325
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612,2.3636363636363638
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.3128535,2.1739130434782608
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083399,1.9473684210526316
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.1708197,10.6
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.1858826,1.1904761904761905
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748869,4.888888888888889
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.0857364,1.2666666666666666
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.6569323,4.888888888888889
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185,1.542857142857143
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336,1.6333333333333333
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392,3.125
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240757,2.0
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811,1.68
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131346,2.0714285714285716
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.8468058,3.25
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345484,6.166666666666667
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063,5.352941176470588
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846,3.625
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023565,1.3777777777777778
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.6630441,9.857142857142858
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771,2.2857142857142856
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.012665,2.5161290322580645
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.4884285,5.3
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.7772865,1.2
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064,1.6724137931034482
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586,1.12987012987013
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.5940733,3.7
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.5727707,1.5517241379310345
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343799,2.625
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.8153495,2.0
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.2131028,5.285714285714286
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.1414725,2.727272727272727
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.7296675,2.909090909090909
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.6080729,1.7391304347826086
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.0384386,1.5555555555555556
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.3312643,4.473684210526316
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193,1.1948051948051948
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360145,1.6607142857142858
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.154098,1.44
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273,1.88
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782,3.375
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736,2.097560975609756
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.0345436,2.0
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089,1.6964285714285714
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329086,1.1123595505617978
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.12977,2.75
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131,1.1764705882352942
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042,1.605263157894737
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.068157,1.8333333333333333
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896359,1.7727272727272727
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122,7.4
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028,1.7924528301886793
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918,4.666666666666667
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834015,3.8823529411764706
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627,5.454545454545454
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612505,2.764705882352941
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.4130123,5.25
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.1079368,4.75
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.6423939,1.6666666666666667
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52613,1.296875
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.8349333,4.428571428571429
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.8325858,1.8333333333333333
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106727,6.181818181818182
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098039,1.3125
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.1981343,4.0
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.0830688,4.65
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888885,1.2954545454545454
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872512,4.1875
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555,4.25
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588,1.7272727272727273
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.2811193,1.75
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.3912054,1.6610169491525424
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542,5.222222222222222
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224038,2.4545454545454546
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.0589701,2.0344827586206895
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552,2.8
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811779,1.2820512820512822
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564,2.5135135135135136
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.7698468,2.090909090909091
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798101,2.9473684210526314
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.5029774,2.3125
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.7702933,1.4655172413793103
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371,3.857142857142857
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.378157,2.75
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103068,1.4705882352941178
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404,1.9090909090909092
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383,1.4482758620689655
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095,1.6666666666666667
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.67500136,1.4565217391304348
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.4639216,4.833333333333333
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843,1.4285714285714286
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.4493927,3.7
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661864,2.2142857142857144
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.0184088,4.083333333333333
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715,2.210526315789474
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.1636548,12.2
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.408046,3.4285714285714284
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805,2.0
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896,2.4444444444444446
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278,1.1264367816091954
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879,2.142857142857143
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668,2.4615384615384617
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388199,1.8333333333333333
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178,7.75
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924,1.8888888888888888
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292,1.1486486486486487
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738,3.111111111111111
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164472,1.3285714285714285
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.0297998,4.0
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.754418,3.6363636363636362
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.7246625,2.5
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213878,2.1555555555555554
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979,3.7857142857142856
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.809573,3.590909090909091
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900767,1.8333333333333333
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.35562,2.8333333333333335
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701657,4.583333333333333
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069202,1.6896551724137931
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368,1.3333333333333333
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.9466151,2.6666666666666665
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374,16.5
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765,2.1
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.914142,2.0
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.9161858,1.7428571428571429
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960084,4.8
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.7686221,1.8235294117647058
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874039,1.75
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511,2.466666666666667
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497972,1.540983606557377
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870735,4.0
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476554,2.27027027027027
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999,2.25
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.0422383,1.6388888888888888
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259565,4.1
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.6098548,2.4
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.9937068,1.2537313432835822
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586,5.777777777777778
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026,3.1666666666666665
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714773,2.1666666666666665
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431448,1.564102564102564
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198,2.1219512195121952
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242,2.130434782608696
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822,1.8461538461538463
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.5066238,5.5
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037338,1.2033898305084745
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819,1.5423728813559323
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167601,2.2857142857142856
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625063,3.2916666666666665
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.0601959,2.7037037037037037
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.3737012,2.0
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019,2.2
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730025,1.8421052631578947
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851082,2.4
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444901,2.161290322580645
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.603073,1.36986301369863
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.2418752,4.125
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406,2.6666666666666665
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068,7.5
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392,2.967741935483871
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831041,1.8775510204081634
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400261,1.5135135135135136
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.7836403,1.2394366197183098
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378,1.851063829787234
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773,14.166666666666666
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929,1.8148148148148149
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632,2.0
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178422,4.0
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425,2.5
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.7417616,2.611111111111111
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299,1.146341463414634
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007658,10.0
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.592775,1.267605633802817
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.2097852,4.2
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397441,2.4444444444444446
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970651,3.75
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.5480019,5.2
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.0943259,6.076923076923077
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.5039616,3.25
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.0535855,8.857142857142858
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161278,2.625
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385555,3.5625
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.0885465,2.5384615384615383
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650161,2.2
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198949,1.5227272727272727
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.4333417,4.133333333333334
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161,1.9387755102040816
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853189,1.6944444444444444
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271,4.0
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521289,1.576271186440678
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.345153,3.2777777777777777
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.824206,1.3013698630136987
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192373,2.1515151515151514
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.2203068,2.857142857142857
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.233884,3.2857142857142856
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110821,1.1594202898550725
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606515,5.8
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824,2.84
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622,2.6538461538461537
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832689,1.6481481481481481
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.2308115,1.3548387096774193
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.9423796,1.6065573770491803
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.6129192,3.8
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.7441779,2.7241379310344827
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793,8.2
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.33537482,17.4
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022,2.3714285714285714
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.3748775,5.222222222222222
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.5111729,4.857142857142857
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286806,2.0
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085394,12.571428571428571
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979252,2.1923076923076925
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323719,2.6470588235294117
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390325,3.1538461538461537
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.4263866,1.3846153846153846
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431,3.9583333333333335
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419,2.032258064516129
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452575,2.388888888888889
